Code,Rate
AED,3.672775
AFN,47.921154
ALL,101.884488
AMD,382.13357
ANG,1.791
AOA,90.752031
ARS,3.858495
AUD,1.110986
AWG,1.79025
AZN,0.802818
BAM,1.438608
BBD,2
BDT,69.198754
BGN,1.435355
BHD,0.3763
BIF,1137.620033
BMD,1
BND,1.409179
BOB,7.019877
BRL,1.804544
BSD,1
BTN,46.156547
BWP,6.920294
BYR,2922.223169
BZD,1.9875
CAD,1.040553
CDF,902.471019
CHF,1.075948
CLP,528.87387
CNY,6.827184
COP,1918.890288
CRC,553.463397
CVE,80.920299
CZK,18.90078
DJF,177.721
DKK,5.469244
DOP,36.074362
DZD,72.925587
EEK,11.435338
EGP,5.492067
ETB,10.76178
EUR,0.735304
FJD,1.950617
FKP,0.645717
GBP,0.645859
GEL,1.739683
GHS,1.426269
GIP,0.645604
GMD,26.774113
GNF,5023.583073
GTQ,8.180227
GYD,206.436116
HKD,7.763338
HNL,18.92
HRK,5.351574
HTG,40.248662
HUF,198.167252
IDR,9287.139665
IEP,0.687933
ILS,3.765562
INR,46.163837
IQD,1167.510594
IRR,9888.669859
ISK,128.049479
JMD,89.27706
JOD,0.708125
JPY,91.183964
KES,76.763125
KGS,44.666001
KHR,4154.923675
KMF,361.050932
KPW,143.079081
KRW,1147.869814
KWD,0.288406
KZT,147.564971
LAK,8504.436665
LBP,1505.451842
LKR,114.359989
LRD,70.995314
LSL,7.674364
LTL,2.533979
LVL,0.518166
LYD,1.262014
MAD,8.23424
MDL,12.834991
MGA,2160.050829
MKD,45.034786
MMK,6.51
MNT,1432.494966
MOP,8.004587
MRO,258.749579
MUR,30.789962
MVR,12.8
MWK,151.99506
MXN,12.775833
MYR,3.400798
MZN,29.650722
NAD,7.663385
NGN,150.724772
NIO,19.378911
NOK,5.903016
NPR,71.874956
NZD,1.42511
OMR,0.384497
PAB,1
PEN,3.004574
PGK,2.740746
PHP,46.139731
PKR,85.104551
PLN,2.907677
PYG,4697.492984
QAR,3.64
RON,3.030627
RSD,72.32896
RUB,30.090316
RWF,571.449324
SAR,3.750025
SBD,7.695068
SCR,11.791502
SDG,2.229958
SEK,7.199559
SGD,1.408562
SHP,0.645717
SLL,3902.49559
SOS,1504.994929
SRD,2.715069
STD,18092.476039
SVC,8.748466
SYP,45.949918
SZL,7.674135
THB,33.128844
TJS,4.366892
TND,1.394298
TOP,1.941837
TRY,1.520633
TTD,6.26025
TWD,32.083541
TZS,1348.49931
UAH,7.960011
UGX,2007.998096
USD,1
UYU,19.649957
UZS,1545.611331
VEF,4.29465
VND,18755.461324
VUV,97.374874
WST,2.568308
XAF,493.750504
XCD,2.614979
XDR,0.653173
XOF,480.600494
XPF,87.850736
YER,206.002709
ZAR,7.698341
ZMK,4707.558579
ZWD,15180.70462
